Country ISO3,Country Name,Indicator,Subindicator Type,Indicator_in_2018
FRA,France,Freedom of movement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.877447964
FRA,France,Freedom of movement and residence ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Freedom of opinion and expression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.666666667
FRA,France,Freedom of religion ,Scaled to range from 0 (lowest score) to 1 (highest score),0.765118011
FRA,France,"Freedom of thought, conscience and religion ",Scaled to range from 0 (lowest score) to 1 (highest score),0.666666667
FRA,France,Fundamental rights ,Scaled to range from 0 (lowest score) to 1 (highest score),0.86427072
FRA,France,Gender equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.940321084
FRA,France,Harassment of journalists ,Scaled to range from 0 (lowest score) to 1 (highest score),0.807860879
FRA,France,Health equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
FRA,France,High Court independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
FRA,France,Human rights protection scores ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Impartial administration ,Scaled to range from 0 (lowest score) to 1 (highest score),0.745214545
FRA,France,Inclusive  Suffrage ,Scaled to range from 0 (lowest score) to 1 (highest score),0.963055028
FRA,France,Inclusive suffrage ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Infant mortality rate ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Internal conflict ,Scaled to range from 0 (lowest score) to 1 (highest score),0.444444444
FRA,France,Judicial accountability ,Scaled to range from 0 (lowest score) to 1 (highest score),0.672462476
FRA,France,Judicial corruption decision ,Scaled to range from 0 (lowest score) to 1 (highest score),0.627079078
FRA,France,Judicial independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631351893
FRA,France,Kilocalories per person per day ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
FRA,France,Law  and order ,Scaled to range from 0 (lowest score) to 1 (highest score),0.833333333
FRA,France,Legislature investigates in practice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.8
FRA,France,Legislature opposition parties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.8
FRA,France,Legislature questions officials in practice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.65
FRA,France,Life expectancy ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Local  Democracy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.796296953
FRA,France,Local government index ,Scaled to range from 0 (lowest score) to 1 (highest score),0.982948847
FRA,France,Lower chamber female legislators ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Lower court independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.736842105
FRA,France,Mean years of schooling ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
FRA,France,Media bias ,Scaled to range from 0 (lowest score) to 1 (highest score),0.860188602
FRA,France,Media corrupt ,Scaled to range from 0 (lowest score) to 1 (highest score),0.867219292
FRA,France,Media freedom ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Media integrity ,Scaled to range from 0 (lowest score) to 1 (highest score),0.827962446
FRA,France,Media self-censorship ,Scaled to range from 0 (lowest score) to 1 (highest score),0.907512675
FRA,France,Multiparty elections ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Openness of executive recruitment ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Opposition parties  autonomy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
FRA,France,Party ban ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
FRA,France,Personal integrity and security ,Scaled to range from 0 (lowest score) to 1 (highest score),0.665405391
FRA,France,Power distributed by gender ,Scaled to range from 0 (lowest score) to 1 (highest score),1
FRA,France,Power distributed by social group ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
FRA,France,Power distributed by socio-economic position ,Scaled to range from 0 (lowest score) to 1 (highest score),0.684210526
FRA,France,Predictable enforcement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.708665465
FRA,France,Print / broadcast media perspectives ,Scaled to range from 0 (lowest score) to 1 (highest score),0.667462592
FRA,France,Print/broadcast censorship effort ,Scaled to range from 0 (lowest score) to 1 (highest score),0.816121673
FRA,France,Public sector corrupt exchanges ,Scaled to range from 0 (lowest score) to 1 (highest score),0.894736842
FRA,France,Public sector theft ,Scaled to range from 0 (lowest score) to 1 (highest score),0.894736842
FRA,France,Religious  Tensions / Ethnic Tensions ,Scaled to range from 0 (lowest score) to 1 (highest score),0.666666667
FRA,France,Religious organization repression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.807165287
FRA,France,Representation of disadvantaged social groups ,Scaled to range from 0 (lowest score) to 1 (highest score),0.368421053
FRA,France,Representative government ,Scaled to range from 0 (lowest score) to 1 (highest score),0.800748294
FRA,France,Rigorous and impartial public administration ,Scaled to range from 0 (lowest score) to 1 (highest score),0.894736842
FRA,France,Social class equality in respect for civil liberties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
FRA,France,Social group equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.654522822
FRA,France,Social group equality in respect for civil liberties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
FRA,France,Social rights and equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.844410129
FRA,France,Subnational elections free and fair ,Scaled to range from 0 (lowest score) to 1 (highest score),0.810110268
FRA,France,Transparent laws with predictable enforcement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
GAB,Gabon,Absence of corruption (Global States of Democracy),Scaled to range from 0 (lowest score) to 1 (highest score),0.367266984
GAB,Gabon,Access to justice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.640011774
GAB,Gabon,Access to justice for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.665618712
GAB,Gabon,Access to justice for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.688279626
GAB,Gabon,Barriers to parties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.473684211
GAB,Gabon,Basic welfare ,Scaled to range from 0 (lowest score) to 1 (highest score),0.489647957
GAB,Gabon,Bureaucratic quality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.375
GAB,Gabon,Checks on government ,Scaled to range from 0 (lowest score) to 1 (highest score),0.477504753
GAB,Gabon,Civil liberties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.734387751
GAB,Gabon,Civil society participation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.723930229
GAB,Gabon,Clean Elections ,Scaled to range from 0 (lowest score) to 1 (highest score),0.377346703
GAB,Gabon,Competition ,Scaled to range from 0 (lowest score) to 1 (highest score),0
GAB,Gabon,Competitiveness of executive recruitment ,Scaled to range from 0 (lowest score) to 1 (highest score),0.5
GAB,Gabon,Competitiveness of participation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.6
GAB,Gabon,Compliance with High Court ,Scaled to range from 0 (lowest score) to 1 (highest score),0.263157895
GAB,Gabon,Compliance with judiciary ,Scaled to range from 0 (lowest score) to 1 (highest score),0.263157895
GAB,Gabon,Corruption ,Scaled to range from 0 (lowest score) to 1 (highest score),0.333333333
GAB,Gabon,Critical Print / broadcast media ,Scaled to range from 0 (lowest score) to 1 (highest score),0.556809958
GAB,Gabon,CSO  participatory environment ,Scaled to range from 0 (lowest score) to 1 (highest score),0.714059029
GAB,Gabon,CSO entry and exit ,Scaled to range from 0 (lowest score) to 1 (highest score),0.817685267
GAB,Gabon,CSO participatory environment ,Scaled to range from 0 (lowest score) to 1 (highest score),0.703899926
GAB,Gabon,CSO repression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.735509285
GAB,Gabon,CSO women s participation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631578947
GAB,Gabon,Direct  Democracy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.028169014
GAB,Gabon,Direct democracy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.042253521
GAB,Gabon,Educational equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.578947368
GAB,Gabon,Effective parliament ,Scaled to range from 0 (lowest score) to 1 (highest score),0.422340707
GAB,Gabon,Elected executive index ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GAB,Gabon,Elected Government ,Scaled to range from 0 (lowest score) to 1 (highest score),0.649970764
GAB,Gabon,Election free and fair ,Scaled to range from 0 (lowest score) to 1 (highest score),0.408708088
GAB,Gabon,Election government intimidation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.359128575
GAB,Gabon,Election other voting irregularities ,Scaled to range from 0 (lowest score) to 1 (highest score),0.31825525
GAB,Gabon,Election voter registry ,Scaled to range from 0 (lowest score) to 1 (highest score),0.518935517
GAB,Gabon,Election women in the cabinet ,Scaled to range from 0 (lowest score) to 1 (highest score),0.941176471
GAB,Gabon,Elections multiparty ,Scaled to range from 0 (lowest score) to 1 (highest score),0.4
GAB,Gabon,Electoral,Scaled to range from 0 (lowest score) to 1 (highest score),0.666666667
GAB,Gabon,Electoral participation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.3387
GAB,Gabon,EMB autonomy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.282662539
GAB,Gabon,EMB capacity ,Scaled to range from 0 (lowest score) to 1 (highest score),0.380408654
GAB,Gabon,Engaged society ,Scaled to range from 0 (lowest score) to 1 (highest score),0.662406346
GAB,Gabon,Executive bribery and corrupt exchanges ,Scaled to range from 0 (lowest score) to 1 (highest score),0.473684211
GAB,Gabon,Executive constraints ,Scaled to range from 0 (lowest score) to 1 (highest score),0.5
GAB,Gabon,Executive embezzlement and theft ,Scaled to range from 0 (lowest score) to 1 (highest score),0.157894737
GAB,Gabon,Executive oversight ,Scaled to range from 0 (lowest score) to 1 (highest score),0.35
GAB,Gabon,Executive respects constitution ,Scaled to range from 0 (lowest score) to 1 (highest score),0.263157895
GAB,Gabon,Fair trial ,Scaled to range from 0 (lowest score) to 1 (highest score),0.333333333
GAB,Gabon,Female vs. male mean years of schooling ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631578947
GAB,Gabon,Free Political Parties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.491299787
GAB,Gabon,Freedom from forced labour for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.736842105
GAB,Gabon,Freedom from forced labour for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631578947
GAB,Gabon,Freedom from political killings ,Scaled to range from 0 (lowest score) to 1 (highest score),0.736842105
GAB,Gabon,Freedom from torture ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631578947
GAB,Gabon,Freedom of academic and cultural expression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.76286966
GAB,Gabon,Freedom of assembly and association ,Scaled to range from 0 (lowest score) to 1 (highest score),0.333333333
GAB,Gabon,Freedom of association and assembly ,Scaled to range from 0 (lowest score) to 1 (highest score),0.763599286
GAB,Gabon,Freedom of discussion for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789453074
GAB,Gabon,Freedom of discussion for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.767273244
GAB,Gabon,Freedom of domestic movement for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.756002596
GAB,Gabon,Freedom of domestic movement for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.792344258
GAB,Gabon,Freedom of expression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.695643311
GAB,Gabon,Freedom of foreign movement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.78197065
GAB,Gabon,Freedom of movement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.777484163
GAB,Gabon,Freedom of movement and residence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.666666667
GAB,Gabon,Freedom of opinion and expression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.333333333
GAB,Gabon,Freedom of religion ,Scaled to range from 0 (lowest score) to 1 (highest score),0.834476958
GAB,Gabon,"Freedom of thought, conscience and religion ",Scaled to range from 0 (lowest score) to 1 (highest score),1
GAB,Gabon,Fundamental rights ,Scaled to range from 0 (lowest score) to 1 (highest score),0.648010264
GAB,Gabon,Gender equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.60288726
GAB,Gabon,Harassment of journalists ,Scaled to range from 0 (lowest score) to 1 (highest score),0.557189311
GAB,Gabon,Health equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631578947
GAB,Gabon,High Court independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.368421053
GAB,Gabon,Human rights protection scores ,Scaled to range from 0 (lowest score) to 1 (highest score),0.75
GAB,Gabon,Impartial administration ,Scaled to range from 0 (lowest score) to 1 (highest score),0.490741998
GAB,Gabon,Inclusive  Suffrage ,Scaled to range from 0 (lowest score) to 1 (highest score),0.839645172
GAB,Gabon,Inclusive suffrage ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GAB,Gabon,Infant mortality rate ,Scaled to range from 0 (lowest score) to 1 (highest score),0.473684211
GAB,Gabon,Internal conflict ,Scaled to range from 0 (lowest score) to 1 (highest score),0.5
GAB,Gabon,Judicial accountability ,Scaled to range from 0 (lowest score) to 1 (highest score),0.477931342
GAB,Gabon,Judicial corruption decision ,Scaled to range from 0 (lowest score) to 1 (highest score),0.259848264
GAB,Gabon,Judicial independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.374179552
GAB,Gabon,Kilocalories per person per day ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631578947
GAB,Gabon,Law  and order ,Scaled to range from 0 (lowest score) to 1 (highest score),0.5
GAB,Gabon,Legislature investigates in practice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.3
GAB,Gabon,Legislature opposition parties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.45
GAB,Gabon,Legislature questions officials in practice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.3
GAB,Gabon,Life expectancy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.421052632
GAB,Gabon,Literacy,Scaled to range from 0 (lowest score) to 1 (highest score),0.473684211
GAB,Gabon,Local  Democracy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.382867204
GAB,Gabon,Local government index ,Scaled to range from 0 (lowest score) to 1 (highest score),0.955867603
GAB,Gabon,Lower chamber female legislators ,Scaled to range from 0 (lowest score) to 1 (highest score),0.684210526
GAB,Gabon,Lower court independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.421052632
GAB,Gabon,Mean years of schooling ,Scaled to range from 0 (lowest score) to 1 (highest score),0.631578947
GAB,Gabon,Media bias ,Scaled to range from 0 (lowest score) to 1 (highest score),0.723793905
GAB,Gabon,Media corrupt ,Scaled to range from 0 (lowest score) to 1 (highest score),0.498116051
GAB,Gabon,Media freedom ,Scaled to range from 0 (lowest score) to 1 (highest score),0
GAB,Gabon,Media integrity ,Scaled to range from 0 (lowest score) to 1 (highest score),0.626947475
GAB,Gabon,Media self-censorship ,Scaled to range from 0 (lowest score) to 1 (highest score),0.543862344
GAB,Gabon,Multiparty elections ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GAB,Gabon,Openness of executive recruitment ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GAB,Gabon,Opposition parties  autonomy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.421052632
GAB,Gabon,Party ban ,Scaled to range from 0 (lowest score) to 1 (highest score),0.526315789
GAB,Gabon,Personal integrity and security ,Scaled to range from 0 (lowest score) to 1 (highest score),0.566251623
GAB,Gabon,Power distributed by gender ,Scaled to range from 0 (lowest score) to 1 (highest score),0.684210526
GAB,Gabon,Power distributed by social group ,Scaled to range from 0 (lowest score) to 1 (highest score),0.368421053
GAB,Gabon,Power distributed by socio-economic position ,Scaled to range from 0 (lowest score) to 1 (highest score),0.526315789
GAB,Gabon,Predictable enforcement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.566650072
GAB,Gabon,Print / broadcast media perspectives ,Scaled to range from 0 (lowest score) to 1 (highest score),0.709646609
GAB,Gabon,Print/broadcast censorship effort ,Scaled to range from 0 (lowest score) to 1 (highest score),0.490494297
GAB,Gabon,Public sector corrupt exchanges ,Scaled to range from 0 (lowest score) to 1 (highest score),0.368421053
GAB,Gabon,Public sector theft ,Scaled to range from 0 (lowest score) to 1 (highest score),0.368421053
GAB,Gabon,Religious  Tensions / Ethnic Tensions ,Scaled to range from 0 (lowest score) to 1 (highest score),0.833333333
GAB,Gabon,Religious organization repression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.883956609
GAB,Gabon,Representation of disadvantaged social groups ,Scaled to range from 0 (lowest score) to 1 (highest score),0.473684211
GAB,Gabon,Representative government ,Scaled to range from 0 (lowest score) to 1 (highest score),0.406359824
GAB,Gabon,Rigorous and impartial public administration ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
GAB,Gabon,Social class equality in respect for civil liberties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.684210526
GAB,Gabon,Social group equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.559197559
GAB,Gabon,Social group equality in respect for civil liberties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
GAB,Gabon,Social rights and equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.527439536
GAB,Gabon,Subnational elections free and fair ,Scaled to range from 0 (lowest score) to 1 (highest score),0.400544179
GAB,Gabon,Transparent laws with predictable enforcement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.736842105
GBR,United Kingdom,Absence of corruption (Global States of Democracy),Scaled to range from 0 (lowest score) to 1 (highest score),0.837287926
GBR,United Kingdom,Access to justice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.798273155
GBR,United Kingdom,Access to justice for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.776534205
GBR,United Kingdom,Access to justice for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.787162162
GBR,United Kingdom,Barriers to parties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.894736842
GBR,United Kingdom,Basic welfare ,Scaled to range from 0 (lowest score) to 1 (highest score),0.907736154
GBR,United Kingdom,Bureaucratic quality ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Checks on government ,Scaled to range from 0 (lowest score) to 1 (highest score),0.778992395
GBR,United Kingdom,Civil liberties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.879054199
GBR,United Kingdom,Civil society participation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.79804873
GBR,United Kingdom,Clean Elections ,Scaled to range from 0 (lowest score) to 1 (highest score),0.900716013
GBR,United Kingdom,Competition ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Competitiveness of executive recruitment ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Competitiveness of participation ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Compliance with High Court ,Scaled to range from 0 (lowest score) to 1 (highest score),0.578947368
GBR,United Kingdom,Compliance with judiciary ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
GBR,United Kingdom,Corruption ,Scaled to range from 0 (lowest score) to 1 (highest score),0.833333333
GBR,United Kingdom,Critical Print / broadcast media ,Scaled to range from 0 (lowest score) to 1 (highest score),0.79215516
GBR,United Kingdom,CSO  participatory environment ,Scaled to range from 0 (lowest score) to 1 (highest score),0.707394478
GBR,United Kingdom,CSO entry and exit ,Scaled to range from 0 (lowest score) to 1 (highest score),0.764836138
GBR,United Kingdom,CSO participatory environment ,Scaled to range from 0 (lowest score) to 1 (highest score),0.897866078
GBR,United Kingdom,CSO repression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.83483399
GBR,United Kingdom,CSO women s participation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.894736842
GBR,United Kingdom,Direct  Democracy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.172855314
GBR,United Kingdom,Direct democracy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.172855314
GBR,United Kingdom,Educational equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.736842105
GBR,United Kingdom,Effective parliament ,Scaled to range from 0 (lowest score) to 1 (highest score),0.809792029
GBR,United Kingdom,Elected executive index ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Elected Government ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Election free and fair ,Scaled to range from 0 (lowest score) to 1 (highest score),0.924042587
GBR,United Kingdom,Election government intimidation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.809542903
GBR,United Kingdom,Election other voting irregularities ,Scaled to range from 0 (lowest score) to 1 (highest score),0.752504039
GBR,United Kingdom,Election voter registry ,Scaled to range from 0 (lowest score) to 1 (highest score),0.738412049
GBR,United Kingdom,Election women in the cabinet ,Scaled to range from 0 (lowest score) to 1 (highest score),0.882352941
GBR,United Kingdom,Elections multiparty ,Scaled to range from 0 (lowest score) to 1 (highest score),0.8
GBR,United Kingdom,Electoral,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Electoral participation ,Scaled to range from 0 (lowest score) to 1 (highest score),0.6288
GBR,United Kingdom,EMB autonomy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.81377709
GBR,United Kingdom,EMB capacity ,Scaled to range from 0 (lowest score) to 1 (highest score),0.731069712
GBR,United Kingdom,Engaged society ,Scaled to range from 0 (lowest score) to 1 (highest score),0.712795652
GBR,United Kingdom,Executive bribery and corrupt exchanges ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
GBR,United Kingdom,Executive constraints ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Executive embezzlement and theft ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
GBR,United Kingdom,Executive oversight ,Scaled to range from 0 (lowest score) to 1 (highest score),0.9
GBR,United Kingdom,Executive respects constitution ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
GBR,United Kingdom,Fair trial ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Female vs. male mean years of schooling ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
GBR,United Kingdom,Free Political Parties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.735024974
GBR,United Kingdom,Freedom from forced labour for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.421052632
GBR,United Kingdom,Freedom from forced labour for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.578947368
GBR,United Kingdom,Freedom from political killings ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
GBR,United Kingdom,Freedom from torture ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
GBR,United Kingdom,Freedom of academic and cultural expression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.823795181
GBR,United Kingdom,Freedom of assembly and association ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Freedom of association and assembly ,Scaled to range from 0 (lowest score) to 1 (highest score),0.841702778
GBR,United Kingdom,Freedom of discussion for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.817647827
GBR,United Kingdom,Freedom of discussion for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.883423372
GBR,United Kingdom,Freedom of domestic movement for men ,Scaled to range from 0 (lowest score) to 1 (highest score),0.834782609
GBR,United Kingdom,Freedom of domestic movement for women ,Scaled to range from 0 (lowest score) to 1 (highest score),0.809231924
GBR,United Kingdom,Freedom of expression ,Scaled to range from 0 (lowest score) to 1 (highest score),0.880458599
GBR,United Kingdom,Freedom of foreign movement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.736687631
GBR,United Kingdom,Freedom of movement ,Scaled to range from 0 (lowest score) to 1 (highest score),0.827221719
GBR,United Kingdom,Freedom of movement and residence ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Freedom of opinion and expression ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Freedom of religion ,Scaled to range from 0 (lowest score) to 1 (highest score),0.861591809
GBR,United Kingdom,"Freedom of thought, conscience and religion ",Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Fundamental rights ,Scaled to range from 0 (lowest score) to 1 (highest score),0.816860495
GBR,United Kingdom,Gender equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.778075359
GBR,United Kingdom,Harassment of journalists ,Scaled to range from 0 (lowest score) to 1 (highest score),0.851972289
GBR,United Kingdom,Health equality ,Scaled to range from 0 (lowest score) to 1 (highest score),0.842105263
GBR,United Kingdom,High Court independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.894736842
GBR,United Kingdom,Human rights protection scores ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Impartial administration ,Scaled to range from 0 (lowest score) to 1 (highest score),0.883259123
GBR,United Kingdom,Inclusive  Suffrage ,Scaled to range from 0 (lowest score) to 1 (highest score),0.912804016
GBR,United Kingdom,Inclusive suffrage ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Infant mortality rate ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Internal conflict ,Scaled to range from 0 (lowest score) to 1 (highest score),0.5
GBR,United Kingdom,Judicial accountability ,Scaled to range from 0 (lowest score) to 1 (highest score),0.815128548
GBR,United Kingdom,Judicial corruption decision ,Scaled to range from 0 (lowest score) to 1 (highest score),0.781441494
GBR,United Kingdom,Judicial independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.650269413
GBR,United Kingdom,Kilocalories per person per day ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
GBR,United Kingdom,Law  and order ,Scaled to range from 0 (lowest score) to 1 (highest score),0.833333333
GBR,United Kingdom,Legislature investigates in practice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.95
GBR,United Kingdom,Legislature opposition parties ,Scaled to range from 0 (lowest score) to 1 (highest score),0.9
GBR,United Kingdom,Legislature questions officials in practice ,Scaled to range from 0 (lowest score) to 1 (highest score),0.9
GBR,United Kingdom,Life expectancy ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Local  Democracy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.748424279
GBR,United Kingdom,Local government index ,Scaled to range from 0 (lowest score) to 1 (highest score),0.920762287
GBR,United Kingdom,Lower chamber female legislators ,Scaled to range from 0 (lowest score) to 1 (highest score),0.947368421
GBR,United Kingdom,Lower court independence ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
GBR,United Kingdom,Mean years of schooling ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Media bias ,Scaled to range from 0 (lowest score) to 1 (highest score),0.777504442
GBR,United Kingdom,Media corrupt ,Scaled to range from 0 (lowest score) to 1 (highest score),0.799095705
GBR,United Kingdom,Media freedom ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Media integrity ,Scaled to range from 0 (lowest score) to 1 (highest score),0.817812738
GBR,United Kingdom,Media self-censorship ,Scaled to range from 0 (lowest score) to 1 (highest score),0.771700722
GBR,United Kingdom,Multiparty elections ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Openness of executive recruitment ,Scaled to range from 0 (lowest score) to 1 (highest score),1
GBR,United Kingdom,Opposition parties  autonomy ,Scaled to range from 0 (lowest score) to 1 (highest score),0.789473684
GBR,United Kingdom,Party ban ,Scaled to range from 0 (lowest score) to 1 (highest score),0.736842105
GBR,United Kingdom,Personal integrity and security ,Scaled to range from 0 (lowest score) to 1 (highest score),0.668785033
GBR,United Kingdom,Power distributed by gender ,Scaled to range from 0 (lowest score) to 1 (highest score),0.894736842
